time:	0	q:	      0 -1.5708  1.5708 -1.5708 -1.5708  1.5708	 dq:	 -4.0516e-19 -1.01956e-18            0 -2.10942e-18   3.9678e-30  -4.0516e-19
time:	0.001	q:	-4.0516e-22     -1.5708      1.5708     -1.5708     -1.5708      1.5708	 dq:	-1.14601e-06  1.03742e-05 -5.28673e-05  0.000111185  0.000158169 -0.000900743
time:	0.002	q:	-1.14601e-09      -1.5708       1.5708      -1.5708      -1.5708       1.5708	 dq:	 2.50711e-05    3.663e-05 -0.000155692  0.000311976  0.000454448  -0.00109683
time:	0.003	q:	2.39251e-08     -1.5708      1.5708     -1.5708     -1.5708     1.57079	 dq:	 5.47381e-05  7.21295e-05 -0.000294656  0.000584527  0.000871256  -0.00184053
time:	0.004	q:	7.86632e-08     -1.5708      1.5708     -1.5708    -1.57079     1.57079	 dq:	 0.000105018  0.000120057 -0.000467357  0.000914675   0.00139318  -0.00215486
time:	0.005	q:	1.83681e-07     -1.5708      1.5708    -1.57079    -1.57079     1.57079	 dq:	 0.000161182  0.000176221 -0.000664853   0.00129073   0.00200672  -0.00280188
time:	0.006	q:	3.44862e-07     -1.5708     1.57079    -1.57079    -1.57079     1.57079	 dq:	 0.000233508  0.000242422 -0.000885234   0.00170342   0.00270002  -0.00318705
time:	0.007	q:	5.78371e-07     -1.5708     1.57079    -1.57079    -1.57079     1.57078	 dq:	0.000312879 0.000315982 -0.00112268  0.00214511  0.00346273 -0.00377413
time:	0.008	q:	8.9125e-07    -1.5708    1.57079   -1.57079   -1.57079    1.57078	 dq:	0.000405398 0.000397882 -0.00137569  0.00260971  0.00428573 -0.00420129
time:	0.009	q:	1.29665e-06    -1.57079     1.57079    -1.57079    -1.57078     1.57078	 dq:	0.000505377 0.000486384 -0.00164046  0.00309226  0.00516107 -0.00475075
time:	0.01	q:	1.80202e-06    -1.57079     1.57079    -1.57078    -1.57078     1.57077	 dq:	0.000616396 0.000581986 -0.00191582  0.00358879  0.00608176 -0.00520234
time:	0.011	q:	2.41842e-06    -1.57079     1.57079    -1.57078    -1.57077     1.57077	 dq:	0.000734864 0.000683538 -0.00219926  0.00409608  0.00704167 -0.00572778
time:	0.012	q:	3.15328e-06    -1.57079     1.57079    -1.57078    -1.57076     1.57076	 dq:	0.000862839 0.000791258 -0.00248989  0.00461155  0.00803545 -0.00619309
time:	0.013	q:	4.01612e-06    -1.57079     1.57078    -1.57077    -1.57075     1.57075	 dq:	0.000998017 0.000904365 -0.00278601   0.0051331  0.00905839 -0.00670278
time:	0.014	q:	5.01414e-06    -1.57079     1.57078    -1.57077    -1.57075     1.57075	 dq:	 0.00114154  0.00102292 -0.00308695  0.00565908   0.0101064  -0.0071753
time:	0.015	q:	6.15568e-06    -1.57079     1.57078    -1.57076    -1.57074     1.57074	 dq:	  0.0012919  0.00114637 -0.00339155  0.00618815   0.0111758 -0.00767425
time:	0.016	q:	7.44758e-06    -1.57079     1.57077    -1.57075    -1.57072     1.57073	 dq:	 0.00144969  0.00127468 -0.00369929  0.00671924   0.0122635 -0.00815001
time:	0.017	q:	8.89726e-06    -1.57079     1.57077    -1.57075    -1.57071     1.57072	 dq:	 0.00161388  0.00140747 -0.00400937   0.0072515   0.0133667 -0.00864129
time:	0.018	q:	1.05111e-05    -1.57079     1.57077    -1.57074     -1.5707     1.57072	 dq:	 0.00178476  0.00154465 -0.00432141  0.00778425    0.014483 -0.00911788
time:	0.019	q:	1.22959e-05    -1.57079     1.57076    -1.57073    -1.57068     1.57071	 dq:	  0.0019616  0.00168593 -0.00463482  0.00831696   0.0156102 -0.00960333
time:	0.02	q:	1.42575e-05    -1.57078     1.57076    -1.57072    -1.57067      1.5707	 dq:	0.00214448 0.00183121 -0.0049493  0.0088492  0.0167465 -0.0100793
